국립공원,생물분류,종명,학명,분류명,조사위치,조사주소,경도,위도,조사일자,개체수
오대산,관속식물류,Symplocarpus nipponicus,nipponicus,애기앉은부채,홍천군 내면 명개리,홍천군 내면 명개리,128.55099,37.84053,2024-04-17,1
오대산,관속식물류,Symplocarpus nipponicus,nipponicus,애기앉은부채,강릉시 연곡면 삼산리,강릉시 연곡면 삼산리,128.63557,37.78096,2024-04-18,1
오대산,관속식물류,Thuja koraiensis,koraiensis,눈측백,평창군 진부면 동산리,평창군 진부면 동산리,128.57712,37.76604,2024-04-30,1
오대산,관속식물류,Thuja koraiensis,koraiensis,눈측백,평창군 진부면 동산리,평창군 진부면 동산리,128.57712,37.76604,2024-04-30,1
오대산,관속식물류,Thuja koraiensis,koraiensis,눈측백,,평창군 진부면 동산리,128.54378,37.79599,2024-08-10,1
오대산,관속식물류,Thymus quinquecostatus,quinquecostatus,백리향,자생식물관찰원,평창군 진부면 동산리,128.57712,37.76577,2024-06-10,100
오대산,관속식물류,Veratrum oxysepalum,oxysepalum,박새,,평창군 대관령면 병내리,128.60192,37.70278,2024-01-24,1
오대산,관속식물류,Viola diamantiaca,diamantiaca,금강제비꽃,,대한민국 강원도 평창군 대관령면 횡계리 산235,128.6927778,37.76916666,2024-09-10,30
오대산,관속식물류,Viola sororia,sororia,종지나물,평창군 진부면 동산리,평창군 진부면 동산리,128.57712,37.76604,2024-04-30,30
오대산,조류,Ardea cinerea,cinerea,왜가리,,평창군 진부면 동산리,128.57837,37.74909,2024-05-06,1
오대산,조류,Ardea cinerea,cinerea,왜가리,,강릉시 연곡면 삼산리,128.64256,37.8311,2024-04-15,1
오대산,조류,Ardea cinerea,cinerea,왜가리,,강릉시 연곡면 삼산리,128.61074,37.76665,2024-08-08,1
오대산,조류,Ardea cinerea,cinerea,왜가리,,강릉시 연곡면 삼산리,128.61014,37.76644,2024-07-23,1
오대산,조류,Buteo buteo,buteo,말똥가리,,강릉시 연곡면 삼산리,128.642,37.83005,2024-01-18,1
오대산,조류,Cinclus pallasii,pallasii,물까마귀,,평창군 용평면 노동리,128.47276,37.66567,2024-01-04,1
오대산,조류,Corvus macrorhynchos,macrorhynchos,큰부리까마귀,,강릉신 연곡면 삼산리,128.61078,37.76678,2024-11-09,1
오대산,조류,Emberiza elegans,elegans,노랑턱멧새,,평창군 진부면 동산리,128.58784,37.73408,2024-09-02,1
오대산,조류,Microscelis amaurotis,amaurotis,직박구리,,강릉시 연곡면 삼산리,128.62687,37.80532,2024-06-24,1
오대산,조류,Microscelis amaurotis,amaurotis,직박구리,,평창군 대관령면 병내리,128.60216,37.70273,2024-01-24,1
오대산,조류,Nycticorax nycticorax,nycticorax,해오라기,,강릉시 연곡면 삼산리,128.61023,37.76742,2024-09-24,1
오대산,조류,Tetrastes bonasia,bonasia,들꿩,,홍천군 내면 명개리,128.57124,37.82839,2024-04-28,1
오대산,조류,Turdus eunomus,eunomus,개똥지빠귀,,평창군 대관령면 병내리,128.61014,37.76644,2024-04-13,1
오대산,조류,Turdus eunomus,eunomus,개똥지빠귀,,평창군 대관령면 병내리,128.61014,37.76644,2024-04-14,1
오대산,조류,Turdus pallidus,pallidus,흰배지빠귀,,평창군 대관령면 병내리,128.61074,37.76665,2024-05-02,1
오대산,조류,Turdus pallidus,pallidus,흰배지빠귀,,평창군 진부면 간평리,128.60192,37.70278,2024-04-11,1
오대산,조류,Zoothera aurea,aurea,호랑지빠귀,,평창군 진부면 간평리,128.60192,37.70278,2024-04-08,1
오대산,파충류,Rhabdophis lateralis,lateralis,유혈목이,,평창군 진부면 동산리,128.5906,37.73099,2024-05-26,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.63777,37.82785,2024-03-15,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.63152,37.81962,2024-01-16,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.64119,37.8308,2024-03-10,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,홍천군 내면 명개리,128.57541,37.82683,2024-04-28,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,홍천군 내면 명개리,128.57774,37.82556,2024-04-28,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.61758,37.73812,2024-01-15,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.66014,37.78467,2024-04-18,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,홍천군 내면 명개리,128.5487,37.8392,2024-04-08,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,평창군 진부면 간평리,128.60192,37.70278,2024-01-24,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,평창군 진부면 간평리,128.60192,37.70278,2024-01-23,2
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.61773,37.73818,2024-01-09,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,홍천군 내면 명개리,128.57649,37.8186,2024-04-28,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.62295,37.79465,2024-04-22,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.62168,37.79298,2024-04-22,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,평창군 진부면 동산리,128.57666,37.74942,2024-06-11,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.6094,37.70991,2024-03-18,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.70109,37.81142,2024-02-16,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,평창군 진부면 동산리,128.59627,37.72994,2024-02-10,1
오대산,포유류,Capreolus pygargus,pygargus,노루,,강릉시 연곡면 삼산리,128.61009,37.7102,2024-05-06,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,강릉시 연곡면 삼산리,128.6325,37.81904,2024-08-19,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.5643,37.78677,2024-02-04,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,강릉시 연곡면 삼산리,128.61261,37.77408,2024-02-08,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.58194,37.74919,2024-02-11,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.5835,37.74368,2024-05-10,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 대관령면 병내리,128.61341,37.76348,2024-02-18,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 대관령면 병내리,128.61107,37.75668,2024-01-14,2
오대산,포유류,Hydropotes inermis,inermis,고라니,,강릉시 연곡면 삼산리,128.61446,37.77803,2024-01-14,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.60154,37.71818,2024-03-18,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,강릉시 연곡면 삼산리,128.64117,37.83148,2024-03-23,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.57675,37.76749,2024-11-20,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.58877,37.73565,2024-08-13,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.57758,37.76206,2024-04-15,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,강릉시 연곡면 삼산리,128.61828,37.73936,2024-01-09,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.57764,37.76635,2024-04-15,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,강릉시 연곡면 삼산리,128.59904,37.77418,2024-05-01,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.59201,37.73036,2024-07-11,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,평창군 진부면 동산리,128.58377,37.7461,2024-05-10,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,강릉시 연곡면 삼산리,128.61557,37.77752,2024-01-15,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,강릉시 연곡면 삼산리,128.61728,37.73771,2024-01-15,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,강릉시 연곡면 삼산리,128.61293,37.77423,2024-04-22,1
오대산,포유류,Hydropotes inermis,inermis,고라니,,홍천군 내면 명개리,128.57579,37.82037,2024-04-28,1
오대산,포유류,Hypsugo alaschanicus,alaschanicus,양박쥐,,평창군 진부면 척천리,128.50781,37.70468,2024-09-01,1
오대산,포유류,Lepus coreanus,coreanus,멧토끼,,평창군 진부면 동산리,128.58246,37.74895,2024-09-10,1
오대산,포유류,Meles leucurus,leucurus,오소리,,평창군 진부면 동산리,128.58328,37.74487,2024-05-06,1
오대산,포유류,Meles leucurus,leucurus,오소리,,평창군 진부면 동산리,128.57746,37.76691,2024-11-16,1
오대산,포유류,Meles leucurus,leucurus,오소리,,강릉시 연곡면 삼산리,128.61219,37.77306,2024-06-11,1
오대산,포유류,Nyctereutes procyonoides,procyonoides,너구리,,평창군 진부면 동산리,128.57652,37.76951,2024-05-10,1
오대산,포유류,Nyctereutes procyonoides,procyonoides,너구리,,강릉시 연곡면 삼산리,128.62308,37.79609,2024-04-22,1
오대산,포유류,Nyctereutes procyonoides,procyonoides,너구리,,강릉시 연곡면 삼산리,128.6259,37.80326,2024-09-10,1
오대산,포유류,Nyctereutes procyonoides,procyonoides,너구리,,강릉시 연곡면 삼산리,128.61713,37.78083,2024-08-13,1
오대산,포유류,Nyctereutes procyonoides,procyonoides,너구리,,평창군 진부면 동산리,128.58466,37.74112,2024-07-11,1
오대산,포유류,Nyctereutes procyonoides,procyonoides,너구리,,평창군 진부면 동산리,128.59494,37.72828,2024-07-11,1
오대산,포유류,Sciurus vulgaris,vulgaris,청설모,,홍천군 내면 명개리,128.5614,37.82783,2024-04-28,1
오대산,포유류,Sus scrofa,scrofa,멧돼지,,강릉시 연곡면 삼산리,128.62277,37.79611,2024-04-22,1
오대산,포유류,Sus scrofa,scrofa,멧돼지,,강릉시 연곡면 삼산리,128.62137,37.79029,2024-04-22,1
오대산,포유류,Sus scrofa,scrofa,멧돼지,,강릉시 연곡면 삼산리,128.62121,37.79014,2024-04-22,1
