국립공원,생물분류,종명,학명,분류명,조사위치,조사주소,경도,위도,조사일자,개체수
변산반도,관속식물류,Eranthis byunsanensis,byunsanensis,변산바람꽃,,전라북도 부안군 변산면 중계리98-1,126.5835,35.63125,2024-04-13,67
변산반도,관속식물류,Eranthis byunsanensis,byunsanensis,변산바람꽃,,전라북도 부안군 변산면 중계리98-1,126.5835,35.63125,2024-03-04,56
변산반도,관속식물류,Eranthis byunsanensis,byunsanensis,변산바람꽃,,전라북도 부안군 변산면 중계리617-6,126.5811111,35.64277778,2024-03-04,611
변산반도,관속식물류,Eranthis byunsanensis,byunsanensis,변산바람꽃,,전라북도 부안군 변산면 중계리161-2,126.5760556,35.63430556,2024-03-04,76
변산반도,관속식물류,Eranthis byunsanensis,byunsanensis,변산바람꽃,,전라북도 부안군 변산면 중계리617-6,126.5811111,35.64277778,2024-04-13,630
변산반도,관속식물류,Eranthis byunsanensis,byunsanensis,변산바람꽃,,전라북도 부안군 변산면 중계리161-2,126.5760556,35.63430556,2024-04-13,88
변산반도,포유류,Canis lupus familiaris,familiaris,개,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-05,2
변산반도,포유류,Canis lupus familiaris,familiaris,개,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-12,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-04,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.60598,35.65003,2024-01-22,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.60598,35.65003,2024-01-21,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-18,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-18,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-05,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-15,1
변산반도,포유류,Hydropotes inermis,inermis,고라니,탐방로,내변산분소~와룡소 일원,126.60598,35.65003,2024-01-21,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-12,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-15,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-15,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-13,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-07,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-15,1
변산반도,포유류,Lepus coreanus,coreanus,멧토끼,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-13,1
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-20,2
변산반도,포유류,Nyctereutes procyonoides,procyonoides,너구리,탐방로,내변산분소~와룡소 일원,126.60598,35.65003,2024-01-22,2
변산반도,포유류,Sus scrofa,scrofa,멧돼지,비탐방로,가마소삼거리~중계교 일원,126.60598,35.65003,2024-01-05,1
속리산,관속식물류,Abeliophyllum distichum,distichum,미선나무,상수원지,속리산면 사내리,127.8369306,36.53991944,2024-03-25,15
속리산,관속식물류,Abies koreana,koreana,구상나무,신선대,화북면 장암리,127.8726972,36.55925833,2024-10-09,61
속리산,관속식물류,Ajuga spectabilis,spectabilis,자란초,밤티재,상주시화북면중벌리,127.8811917,36.58016667,2024-05-01,250
속리산,관속식물류,Ajuga spectabilis,spectabilis,자란초,버리미기재,문경시가은읍완장리,127.9506667,36.68836111,2024-06-11,500
속리산,관속식물류,Ajuga spectabilis,spectabilis,자란초,밤티재,상주시화북면중벌리,127.8794806,36.57911944,2024-05-01,300
속리산,관속식물류,Anemone reflexa,reflexa,회리바람꽃,남산,속리산면 사내리,127.8287778,36.53644444,2024-04-11,100
속리산,관속식물류,Anemone reflexa,reflexa,회리바람꽃,연송골,속리산면 상판리,127.823275,36.51584444,2024-04-12,200
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8300472,36.47956389,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8299889,36.47946667,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8301611,36.47929167,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8294889,36.4797778,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.829525,36.47978056,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8295167,36.48038056,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8302,36.47928333,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8300306,36.47863889,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8302361,36.47849167,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8302389,36.47848333,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.83035,36.47842222,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8302778,36.47832778,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8311944,36.47776944,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8305833,36.47823889,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8306361,36.47801389,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8306417,36.47795,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8308056,36.47805,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8309111,36.4778889,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,신재봉골,속리산면 만수리,127.8652583,36.49891944,2024-09-11,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,건영골,속리산면 삼가리,127.8520111,36.48580556,2024-10-07,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.83145,36.477525,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.83145,36.477525,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8315361,36.47757778,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8314806,36.47754444,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8315139,36.47748333,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8316111,36.477375,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8316917,36.47714167,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8317278,36.47716111,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8320806,36.47691667,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8320667,36.47677222,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8323972,36.47707222,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8317028,36.47769722,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8302694,36.47758889,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.82995,36.47776667,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8300917,36.47823056,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8299278,36.48124167,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.829875,36.48118611,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8300056,36.48041389,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8301361,36.48032778,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8299556,36.48013889,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8309417,36.47778889,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8309889,36.47764722,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8310806,36.477775,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8301194,36.47823333,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8299694,36.478325,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8298361,36.47856667,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8296861,36.478775,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8296333,36.479075,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8298,36.47906111,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8296444,36.47953889,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8293333,36.47979444,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8293028,36.47995,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.829475,36.47983333,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8304194,36.47993611,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8304306,36.48,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8304361,36.47998056,2024-04-12,1
속리산,관속식물류,Berchemia berchemiifolia,berchemiifolia,망개나무,비룡댐 일원,장안면 서원리,127.8305417,36.47997778,2024-04-12,1
속리산,관속식물류,Brachybotrys paridiformis,paridiformis,당개지치,북가치,속리산면 사내리,127.8292444,36.57426389,2024-05-24,10
속리산,관속식물류,Celastrus stephanotiifolius,stephanotiifolius,털노박덩굴,북암골,속리산면 북암리,127.7929667,36.54335833,2024-11-04,10
속리산,관속식물류,Cephalotaxus harringtonia,harringtonia,개비자나무,만수계곡,속리산면 만수리,127.8766889,36.52321389,2024-04-25,60
속리산,관속식물류,Codonopsis ussuriensis,ussuriensis,소경불알,소리목,속리산면 북암리,127.7954444,36.54825,2024-06-14,10
속리산,관속식물류,Daphne pseudomezereum var.koreana,koreana,두메닥나무,대방골,청천면 사담리,127.8147,36.6168389,2024-06-14,70
속리산,관속식물류,Dipsacus japonicus,japonicus,산토끼꽃,유스타운,속리산면 상판리,127.8204361,36.52223611,2024-07-04,100
속리산,관속식물류,Dipsacus japonicus,japonicus,산토끼꽃,달천,속리산면 사내리,127.8248889,36.53205833,2024-07-04,100
속리산,관속식물류,Elsholtzia saxatilis,saxatilis,가는잎향유,동암골,속리산면 사내리,127.8404167,36.54338889,2024-07-04,50
속리산,관속식물류,Iris minutoaurea,minutoaurea,금붓꽃,만수계곡,속리산면 만수리,127.8781667,36.50561111,2024-04-25,100
속리산,관속식물류,Iris minutoaurea,minutoaurea,금붓꽃,연송골,속리산면 상판리,127.8233667,36.51584722,2024-04-12,100
속리산,관속식물류,Jeffersonia dubia,dubia,깽깽이풀,남산,속리산면 사내리,127.8289472,36.53575556,2024-04-11,50
속리산,관속식물류,Lilium distichum,distichum,말나리,은폭동,속리산 사내리,127.8595556,36.54683333,2024-07-06,30
속리산,관속식물류,Lilium distichum,distichum,말나리,천왕석문,속리산면 사내리,127.8717333,36.54824444,2024-06-02,30
속리산,관속식물류,Monotropa hypopithys,hypopithys,구상난풀,갈목재,속리산면 삼가리,127.8399583,36.49611944,2024-08-19,10
속리산,관속식물류,Mukdenia rossii,rossii,돌단풍,떡바위,충청북도 괴산군 칠성면 쌍곡리19-1,127.9167035,36.72823221,2024-07-27,100
속리산,관속식물류,Paeonia japonica,japonica,백작약,보현재,속리산면 사내리,127.8504139,36.55836944,2024-04-22,20
속리산,관속식물류,Paeonia japonica,japonica,백작약,보현재,속리산면 사내리,127.8504444,36.55879722,2024-04-22,40
속리산,관속식물류,Paeonia japonica,japonica,백작약,만수계곡,속리산면 만수리,127.8771611,36.52326667,2024-04-25,150
속리산,관속식물류,Paeonia japonica,japonica,백작약,만수계곡,속리산면 만수리,127.8798778,36.52328611,2024-04-25,10
속리산,관속식물류,Parasenecio firmus,firmus,병풍쌈,천왕석문,속리산면 사내리,127.8717222,36.54842222,2024-06-02,200
속리산,관속식물류,Parasenecio firmus,firmus,병풍쌈,천왕석문,속리산면 사내리,127.8716694,36.54833056,2024-06-02,30
속리산,관속식물류,Prunus padus,padus,귀룽나무,달천,속리산면 사내리,127.8355806,36.54066667,2024-04-25,20
속리산,관속식물류,Rosa davurica,davurica,생열귀나무,만수리,속리산면 만수리,127.8871694,36.51398056,2024-05-19,20
속리산,관속식물류,Salvia chanryoenica,chanryoenica,참배암차즈기,갈목재,속리산면 갈목리,127.8210556,36.49011111,2024-07-05,100
속리산,관속식물류,Salvia chanryoenica,chanryoenica,참배암차즈기,군자산,칠성면 쌍곡리,127.8809833,36.75023056,2024-10-29,50
속리산,관속식물류,Sanguisorba hakusanensis,hakusanensis,산오이풀,청법대,상주시화북면장암리,127.8669333,36.56392778,2024-05-01,80
속리산,관속식물류,Sanguisorba hakusanensis,hakusanensis,산오이풀,신선대,화북면 장암리,127.8780722,36.55883611,2024-10-09,100
속리산,관속식물류,Sanicula tuberculata,tuberculata,애기참반디,연송골,속리산면 상판리,127.8232111,36.51586667,2024-06-07,20
속리산,관속식물류,Sedum zokuriense,zokuriense,Sedum zokuriense,보현재,속리산면 사내리,127.8502861,36.55872222,2024-04-22,80
속리산,관속식물류,Sedum zokuriense,zokuriense,Sedum zokuriense,대방골,청천면 사담리,127.8147056,36.61701944,2024-06-14,50
속리산,관속식물류,Sedum zokuriense,zokuriense,Sedum zokuriense,세심정,속리산면 사내리,127.8538889,36.54811111,2024-06-13,100
속리산,관속식물류,Stewartia koreana,koreana,노각나무,동암골,속리산면 사내리,127.8374444,36.54272222,2024-07-04,300
속리산,관속식물류,Thalictrum uchiyamae,uchiyamae,자주꿩의다리,경업대,속리산면 사내리,127.8676889,36.55728056,2024-10-09,10
속리산,관속식물류,Thalictrum uchiyamae,uchiyamae,자주꿩의다리,청법대,상주시화북면장암리,127.8672778,36.56373889,2024-05-01,150
속리산,관속식물류,Thalictrum uchiyamae,uchiyamae,자주꿩의다리,비로석문,상주시화북면상오리,127.8720722,36.54738611,2024-06-02,200
속리산,관속식물류,Vaccinium hirtum var.koreanum,koreanum,산앵도나무,갈모봉,청천면 송면리,127.8736028,36.68982222,2024-08-11,100
속리산,관속식물류,Vaccinium hirtum var.koreanum,koreanum,산앵도나무,군자산,칠성면 쌍곡리,127.8839194,36.75248056,2024-10-29,100
속리산,관속식물류,Vicia chosenensis,chosenensis,노랑갈퀴,군자산,칠성면 쌍곡리,127.8798472,36.74939167,2024-10-29,20
속리산,관속식물류,Vicia chosenensis,chosenensis,노랑갈퀴,불목이골,속리산면 상판리,127.8251389,36.51141667,2024-06-07,20
속리산,관속식물류,Vicia chosenensis,chosenensis,노랑갈퀴,만수계곡,속리산면 만수리,127.8822083,36.52314444,2024-04-25,5
속리산,관속식물류,Viola diamantiaca,diamantiaca,금강제비꽃,청법대,상주시화북면장암리,127.882075,36.56369444,2024-05-01,50
속리산,관속식물류,Viola diamantiaca,diamantiaca,금강제비꽃,북가치,속리산면 사내리,127.8289944,36.57430278,2024-05-24,20
속리산,관속식물류,Viola diamantiaca,diamantiaca,금강제비꽃,천왕봉,상주시화북면상오리,127.8720639,36.54603333,2024-06-02,80
속리산,포유류,Capreolus pygargus,pygargus,노루,비탐방로,동암~외톨바위,127.8502791,36.564226,2024-07-24,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8140417,36.66439167,2024-02-24,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8129389,36.66466389,2024-01-01,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8129389,36.66466389,2024-03-04,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8140417,36.66439167,2024-01-28,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8140417,36.66439167,2024-02-25,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8140417,36.66439167,2024-03-29,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8140417,36.66439167,2024-03-10,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8140417,36.66439167,2024-03-05,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8140417,36.66439167,2024-03-04,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8119528,36.66332222,2024-01-18,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8129389,36.66466389,2024-01-22,2
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8119528,36.66332222,2024-02-24,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8140417,36.66439167,2024-03-03,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8119528,36.66332222,2024-01-25,1
속리산,포유류,Capreolus pygargus,pygargus,노루,탐방로,첨성대 ~ 도명산,127.8140417,36.66439167,2024-01-15,1
속리산,포유류,Eutamias sibiricus,sibiricus,다람쥐,비탐방로,동암 ~ 외톨바위,127.8440872,36.5585821,2024-04-12,1
속리산,포유류,Eutamias sibiricus,sibiricus,다람쥐,비탐방로,동암 ~ 외톨바위,127.8440872,36.5585821,2024-04-17,1
속리산,포유류,Eutamias sibiricus,sibiricus,다람쥐,비탐방로,동암 ~ 외톨바위,127.8440872,36.5585821,2024-04-30,1
속리산,포유류,Eutamias sibiricus,sibiricus,다람쥐,비탐방로,동암 ~ 외톨바위,127.8440872,36.5585821,2024-04-04,1
속리산,포유류,Eutamias sibiricus,sibiricus,다람쥐,비탐방로,동암 ~ 외톨바위,127.8440872,36.5585821,2024-04-27,1
속리산,포유류,Hydropotes inermis,inermis,고라니,비탐방로,동암~외톨바위,127.8502791,36.564226,2024-07-31,1
속리산,포유류,Hydropotes inermis,inermis,고라니,탐방로,첨성대 ~ 도명산,127.8119528,36.66332222,2024-01-04,1
속리산,포유류,Hydropotes inermis,inermis,고라니,탐방로,첨성대 ~ 도명산,127.8129389,36.66466389,2024-01-23,1
속리산,포유류,Hydropotes inermis,inermis,고라니,탐방로,첨성대 ~ 도명산,127.8129389,36.66466389,2024-01-19,1
속리산,포유류,Hydropotes inermis,inermis,고라니,탐방로,첨성대 ~ 도명산,127.8129389,36.66466389,2024-01-14,1
속리산,포유류,Hydropotes inermis,inermis,고라니,탐방로,첨성대 ~ 도명산,127.8129389,36.66466389,2024-01-04,1
속리산,포유류,Hydropotes inermis,inermis,고라니,탐방로,첨성대 ~ 도명산,127.8129389,36.66466389,2024-01-02,1
속리산,포유류,Hydropotes inermis,inermis,고라니,탐방로,첨성대 ~ 도명산,127.8129389,36.66466389,2024-01-01,1
속리산,포유류,Hydropotes inermis,inermis,고라니,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-04-28,1
속리산,포유류,Hydropotes inermis,inermis,고라니,비탐방로,동암 ~ 외톨바위,127.8440872,36.5585821,2024-05-04,1
속리산,포유류,Hydropotes inermis,inermis,고라니,비탐방로,동암 ~ 외톨바위,127.8502791,36.564226,2024-05-09,1
속리산,포유류,Hydropotes inermis,inermis,고라니,비탐방로,동암 ~외톨바위,127.8502791,36.564226,2024-06-16,1
속리산,포유류,Hydropotes inermis,inermis,고라니,비탐방로,동암~외톨바위,127.8502791,36.564226,2024-06-26,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-04-13,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-04-16,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-04-18,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-04-22,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8518736,36.5662043,2024-05-28,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8502791,36.564226,2024-06-05,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8502791,36.564226,2024-06-11,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8502791,36.564226,2024-06-14,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8502791,36.564226,2024-06-17,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8502791,36.564226,2024-06-18,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8502791,36.564226,2024-06-19,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암~외톨바위,127.8502791,36.564226,2024-06-26,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암~외톨바위,127.8502791,36.564226,2024-07-01,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암~외톨바위,127.8502791,36.564226,2024-07-04,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-04-29,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8502791,36.564226,2024-05-03,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8502791,36.564226,2024-05-08,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8502791,36.564226,2024-05-09,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-05-08,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-05-09,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8518736,36.5662043,2024-05-19,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8518736,36.5662043,2024-05-19,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8518736,36.5662043,2024-05-21,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8518736,36.5662043,2024-05-24,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8518736,36.5662043,2024-05-26,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8518736,36.5662043,2024-05-26,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~외톨바위,127.8518736,36.5662043,2024-05-26,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8502791,36.564226,2024-04-22,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8502791,36.564226,2024-04-23,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암~외톨바위,127.8440872,36.5585821,2024-10-01,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암~외톨바위,127.8440872,36.5585821,2024-10-01,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암~외톨바위,127.8440872,36.5585821,2024-10-07,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암~외톨바위,127.8440872,36.5585821,2024-10-11,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8440872,36.5585821,2024-04-05,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-04-06,1
속리산,포유류,Meles leucurus,leucurus,오소리,비탐방로,동암 ~ 외톨바위,127.8518736,36.5662043,2024-04-10,1
